Code,Name,Batch,Stock,Deal,Free,Mrp,Rate,Exp,Company,Supplier,SupplierID
GRCC1,CANDID CREAM,11190327,32,0,0,91.73,65.52,01-01-2023,GLENMARK PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
CSB4R,BUDECORT 400MG R CAP,BA00215,25,0,0,164.37,117.41,31-12-2022,CIPLA(RESP MISC),CIPLA LIMITED  HYDERABAD,6
CIPD10,DYTOR 40MG TABS,SN00093,10,0,0,179.68,128.34,31-12-2022,CIPLA(VITALIS 3),CIPLA LIMITED  HYDERABAD,6
CSF2I,FORACORT 200 CFC INH,SN00229,10,0,0,352.12,251.51,31-12-2022,CIPLA(RESP 2),CIPLA LIMITED  HYDERABAD,6
GECZT,CETZINE TAB,EMV2000094,200,0,0,18.03,12.88,31-12-2022,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
N8,DILIGAN 25MG TABS,EMV1901778,26,0,0,158.4,113.14,31-12-2022,DR REDDYYS (GRANDERA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
MACAT,ATORMAC 10,KAJ2001A,10,0,0,60.14,42.96,31-12-2022,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MACO2,OLMESAR 20,KOH2001A,23,0,0,172,122.86,31-12-2022,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
SLDUP,DUPHASTON 10MG TAB,KAVA0018,10,0,0,672.51,480.36,01-12-2022,ABBOTT (WH&GI),ABBOTT INDIA LIMITED   HYDERABAD,41
KNBF4,BRUFEN 400MG TAB,130808D7,60,0,0,11.39,8.14,01-12-2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD,21
KNBF6,BRUFEN 600MG TAB,130851D7,77,0,0,26.33,18.81,01-12-2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD,21
KNBF6,BRUFEN 600MG TAB,130853D7,30,0,0,26.33,18.81,01-12-2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD,21
KNCPS,CREMAFFIN PINK SYR(M.F),CFB0003,60,0,0,191.84,137.03,01-12-2022,ABBOTT (GASTROCARE),ABBOTT INDIA LIMITED HYDERABAD,21
KNCFP,CREMAFFIN PLUS SYR,130560D7,23,0,0,203.41,145.29,01-12-2022,ABBOTT (GASTROCARE),ABBOTT INDIA LIMITED HYDERABAD,21
KNDMX,DIGENE MIX FRUIT TAB,130202D7,224,9,1,18.15,12.96,01-12-2022,ABBOTT (CONSUMER CARE),ABBOTT INDIA LIMITED HYDERABAD,21
KNDMX,DIGENE MIX FRUIT TAB,130202D7,100,9,1,18.15,12.96,01-12-2022,ABBOTT (CONSUMER CARE),ABBOTT INDIA LIMITED HYDERABAD,21
SLDUP,DUPHASTON 10MG TAB,KAVA0008,10,0,0,672.51,480.36,01-12-2022,ABBOTT (WH&GI),ABBOTT INDIA LIMITED HYDERABAD,21
ICID4,INDERAL 40MG TAB,INB0002,40,0,0,45.28,32.34,01-12-2022,ABBOTT (NEUROLIFE),ABBOTT INDIA LIMITED HYDERABAD,21
KLPT2,PROTHIADEN 25MG TAB,ADF0009,1,0,0,121.55,86.82,01-12-2022,ABBOTT (NEUROLIFE),ABBOTT INDIA LIMITED HYDERABAD,21
KLPT7,PROTHIADEN 75MG TAB,ADF0014,30,0,0,253.33,180.95,01-12-2022,ABBOTT (NEUROLIFE),ABBOTT INDIA LIMITED HYDERABAD,21
KLZLF,ZOLEFRESH 10MG TAB,ADF0008,8,0,0,138.72,99.09,01-12-2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD,21
KLZLF,ZOLEFRESH 10MG TAB,ADF0033,30,0,0,138.72,99.09,01-12-2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD,21
KLZLF,ZOLEFRESH 10MG TAB,ADF0039,10,0,0,138.72,99.09,01-12-2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD,21
KLZF5,ZOLEFRESH 5MG TAB,ADF0044,30,0,0,88.33,63.09,01-12-2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD,21
DBULS,ULGEL LIQ(SAUNF),2008000049,128,11,1,109.8,78.43,01-12-2022,ALEMBIC (ENTERON),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ASFXM,FLEXON-MR TAB,DPA200003,20,0,0,20.05,14.32,01-12-2022,ARISTO (TASK FORCE),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
BIIGV,INSUGEN - R VIAL,BF19000654,-1,0,0,154,123.2,01-12-2022,BIOCON,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD,32
BIIGV,INSUGEN - R VIAL,BF19006540,1,0,0,154,123.2,01-12-2022,BIOCON,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD,32
BTISG,INSUGEN-30/70 INJ,V19ITF1050,1,0,0,154,123.2,01-12-2022,BIOCON,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD,32
CIAAT,AMLOPRES-AT TABS,SA00470,60,0,0,122.81,87.72,01-12-2022,CIPLA(VITALIS 2),CIPLA LIMITED  HYDERABAD,6
CSMN4,MONTAIR-4 TAB,SN00333,10,0,0,166.37,118.84,01-12-2022,CIPLA(NURTURE 1),CIPLA LIMITED  HYDERABAD,6
PTOF2,OFLOX 200MG TAB,SB00067,50,4,1,73.2,52.29,01-12-2022,CIPLA (CRESTA),CIPLA LIMITED  HYDERABAD,6
DRAT2,ATARAX SYRUP,LI0320003,3,0,0,83,59.29,01-12-2022,DR REDDYYS (GRANDERA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DXRCM,RECLIMET TAB,E000081,30,0,0,163.35,116.68,01-12-2022,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
ERGSM1,GLIMISAVE M1 TAB,GGLI20002,8,0,0,106.79,76.28,01-12-2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD,37
ERIF2,GLIMISAVE M2 FORTE TAB,GGLE20002,20,0,0,132.86,94.9,01-12-2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD,37
ERGSM2,GLIMISAVE M2 TAB,GGVL20001,3,0,0,151.52,108.23,01-12-2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD,37
ERGLS,GLIMISAVE M3 TAB,GGIM20001,17,0,0,148.82,106.3,01-12-2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD,37
FBGP2,GLYCIPHAGE TABS,20010,200,0,0,32.82,23.44,01-12-2022,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,43
FISBS,SORBILINE SYR,E20005,50,9,1,84.39,60.28,01-12-2022,FRANCO INDIAN,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,43
AEFTT,FERTYL TAB,AFTL1801,4,0,0,73.25,52.33,01-12-2022,ANCIENT PHARMA,GAYATHRI MEDICAL HALL         HYDERABAD,44
GECP6,CALPOL 650MG TABS,EB378,228,7,1,30.24,21.6,01-12-2022,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GECPT,CALPOL TAB,EX205,432,14,1,14.69,10.49,01-12-2022,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GECPT,CALPOL TAB,EX207,1800,14,1,14.69,10.49,01-12-2022,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
CBOVA,OTRIVIN (A) DROPS **,20AX06,-3,0,0,80,57.86,01-12-2022,WANDER LIMITED,HARI MARUTI AGENCIES  VIJAYAWADA,45
INCTS,CITAL SYR,CNB17ABA1,400,7,1,82,58.57,01-12-2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
INTAOL,OLGARD,FI2001,36,5,1,1745,1246.43,01-12-2022,INTAS PHARMA (BOVICURRA),INTAS PHARMCEUTICALS LTD HYDERABAD,46
UQMIV,METROGYL I.V.,IIW0008,404,0,0,22.4,17.24,01-12-2022,J.B. CHE&PHARMA LIMITED  (DIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD,12
ZYCSU,SUGER FREE GOLD **,AWSW0090,69,0,0,180,142.41,01-12-2022,ZYDUS PHARMACEUTICALS LTD(CADILA),JAI GANESH ENTERPRISES WARANGAL,47
FTSCF,SUCRAFIL SYRUP ***,G2804,-2,9,1,149,106.43,01-12-2022,FOURRTS,LAKSHMI BALAJI AGENCIES       HYDERABAD,48
SGAT4,ACITROM-4MG TAB** 30 S,ACD0001,20,0,0,467.2,333.71,01-12-2022,ABBOT,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
LGPGI,PGI TABS ***,CPT462,100,10,10,53.69,38.66,01-12-2022,LEGEND DRUGS & FORMS,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
ROSRD,SARIDON TAB **,MH2206,12,0,0,637.4,455.4,01-12-2022,ROCHE INDIA LTD,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
CENSI,SINAREST DROPS ***,L3524,20,0,0,78.48,56.06,01-12-2022,CENTAUR,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
FTSCF,SUCRAFIL SYRUP ***,G2804,-1,9,1,149,106.43,01-12-2022,FOURRTS,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
MDMG1,MEGALIS 10MG TAB,ATA001A,15,1,2,156,111.43,01-12-2022,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MDML2,MEGALIS 20MG TAB,ATB2003A,45,1,2,324,231.43,01-12-2022,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MACOH,OLMESAR H,KOM2001A,-1,0,0,183,130.71,01-12-2022,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MENMD,NASIVION MINI DROPS,M55PT20003,108,11,1,62.55,44.68,01-12-2022,MERCK,MERCK LIMITED                 HYDERABAD,49
CBTT2,TEGRITAL 200MG TAB,105CPAO0,165,0,0,15.2,11.7,01-12-2022,NOVARTIS (PRASAAR),NOVARTIS INDIA LIMITED        HYDERABAD,15
CBTC3,TEGRITAL-CR 300 TABS,101MBAR0,37,0,0,38.42,27.44,01-12-2022,NOVARTIS (PRASAAR),NOVARTIS INDIA LIMITED        HYDERABAD,15
CBTC4,TEGRITAL-CR 400 TABS,102MBAP0,30,0,0,33.42,25.72,01-12-2022,NOVARTIS (PRASAAR),NOVARTIS INDIA LIMITED        HYDERABAD,15
CBTC4,TEGRITAL-CR 400 TABS,102MBAP0,40,0,0,33.42,25.72,01-12-2022,NOVARTIS (PRASAAR),NOVARTIS INDIA LIMITED        HYDERABAD,15
JWMGS,MUCAINE-GEL(M) SYR,2020173E,29,0,0,166.36,118.83,01-12-2022,JOHN WYETH LTD,PFIZER LIMITED HYDERABAD,9
LEPTT,PACITANE TAB,DG2998,40,0,0,39.21,30.18,01-12-2022,JOHN WYETH LTD,PFIZER LIMITED HYDERABAD,9
SNOT2,OXETOL 300MG TABS **,EMX0194,-1,0,0,94,67.14,01-12-2022,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA,8
USVCIN2,CINOD T 10/40MG TAB**,S200216A,49,0,0,181,129.29,01-12-2022,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA,22
USVCIN2,CINOD T 10/40MG TAB**,S200116A,-49,0,0,181,129.29,01-12-2022,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA,22
HOAV5,AVIL 50MG TAB,0NA0003,160,0,0,10.01,7.15,01-12-2022,AVENTIES(BASE),SANOFI INDIA LIMITED          HYDERABAD,40
HOAA1,AVIL AMP,2420003,22,0,0,50.2,37.65,01-12-2022,AVENTIES(BASE),SANOFI INDIA LIMITED          HYDERABAD,40
BUSGA,BUSCOGAST AMP,320003,-10,0,0,11.43,8.58,01-12-2022,AVENTIES(BASE),SANOFI INDIA LIMITED          HYDERABAD,40
HOCD2,CARDACE 2.5MG,0NG003,30,0,0,81.81,58.43,01-12-2022,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD,40
HOCD5,CARDACE 5MG,0NG001,30,0,0,128.86,92.04,01-12-2022,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD,40
HOFS1,FRISIUM 10MG TAB,0NA0012,30,0,0,148.51,106.08,01-12-2022,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD,40
HOVCA,VALPARIN ALKALETS TAB,0NG003,3,0,0,33.94,24.24,01-12-2022,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD,40
FTEFT,EOFIL TAB ***,G2785,-10,5,1,20.8,15.85,01-12-2022,FOURRTS,SRI BALAJI PHARMACEUTICALS VIJAYAWADA,50
PPRIN,MOOV CREAM **,JJ498,-1,0,0,40,29.37,01-12-2022,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM,51
PAMO5,MOOV CREAM**,JJ841,324,0,0,10,7.94,01-12-2022,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM,51
RACR5,CIFRAN 500MG TABS,AB14593,480,0,0,39.97,28.55,01-12-2022,RANBAXY(MAXXIM),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
RACR5,CIFRAN 500MG TABS,AB16327,105,0,0,39.97,28.55,01-12-2022,RANBAXY(MAXXIM),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
RACR5,CIFRAN 500MG TABS,AB16328,-105,0,0,39.97,28.55,01-12-2022,RANBAXY(MAXXIM),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,27
UCUF8,UNICARBAZAN FORTE TABS,2FU5F034,113,0,0,30.5,21.79,01-12-2022,TORRENT (UVA),TORRENT PHARMACEUTICALS LTD   HYDERABAD,24
MRTM2,TRYPTOMER 25MG TABS,JV10017,36,0,0,74.26,53.04,01-12-2022,WOCKHARDT,TRINETRA PHARMA    HYDERABAD,29
ULPLC,PILANTS CAP,PL429,-1,10,1,118.8,90,01-12-2022,UNI-LABS (INDIA) PVT LTD.,VASU PHARMA DISTRIBUTORS      HYDERABAD,52
DECDEYS,DEY`S MOM SYRUP**,2880,40,0,0,37,26.43,01-12-2022,GENARAL COMPANY,VIJAYA DURGA AGENCIES   VIJAYAWADA,23
WLWCT,WALACORT TAB,WTL001A,1,9,1,11.7,8.36,01-12-2022,WALLACE-2,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,3
WLWCT,WALACORT TAB,WTL004A,200,9,1,11.7,8.36,01-12-2022,WALLACE-2,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,3
GMDR1,DERIPHYLIN R 150MG TABS,I000033,120,0,0,25.3,18.07,01-12-2022,GERMAN REMADIES LTD,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
CYDXT,DEXONA TAB,BEW1026,930,0,0,6.38,4.56,01-12-2022,ZYDUS GEO,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
GMJNA,JONAC AMP,CJW1009,242,5,1,47.7,34.1,01-12-2022,GERMAN REMADIES LTD,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
GMTBP,THROMBOPHOB ONT,I000203,12,5,1,99.6,71.14,01-12-2022,ZYDUS FORTIZA,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
GMTBP,THROMBOPHOB ONT,I000479,153,5,1,99.6,71.14,01-12-2022,ZYDUS FORTIZA,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
CIAEO,ACIVIR EYE ONT,G9042,21,0,0,57.04,40.74,30-11-2022,CIPLA,CIPLA LIMITED  HYDERABAD,6
ARISOFL7,ASTHALIN-ROTACAPS,SA94681,420,0,0,43.24,30.89,30-11-2022,CIPLA(RESP 3 LEGACY),CIPLA LIMITED  HYDERABAD,6
CICR1,CIPLAR 10MG TAB,SB91507,43,0,0,18.93,13.52,30-11-2022,CIPLA(VITALIS 2),CIPLA LIMITED  HYDERABAD,6
CIPD10,DYTOR 40MG TABS,SN91983,9,0,0,179.68,128.34,30-11-2022,CIPLA(VITALIS 3),CIPLA LIMITED  HYDERABAD,6
DRAT2,ATARAX SYRUP,LI0319111,47,0,0,83,59.29,30-11-2022,DR REDDYYS (GRANDERA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DXAC4,ATOCOR-40MG TABS,E901723,10,0,0,295.59,211.14,30-11-2022,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DRNS2,NISE TAB,E901660,60,0,0,81.4,58.14,30-11-2022,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
DXS51,STAMLO 5MG TAB,E901681,1,0,0,85.49,61.06,30-11-2022,DR.REDDY`S LAB`S (ZENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
MACBUD1,BUDETROL 200 INHALER,NFC931A,10,0,0,310.19,221.57,30-11-2022,MACLEODS (GENCARE),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MDDC6,DEFCORT 6MG TABS,GDB966A,4,0,0,112.75,80.54,30-11-2022,MACLEODS(TB CARE),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MDRGT,REBAGEN TAB,KRD914A,20,0,0,104.5,74.64,30-11-2022,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
MDTNM,TRENAXA-MF,KTB911A,20,0,0,218.9,156.36,30-11-2022,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,5
JWMGO,MUCAINE-GEL(O) SYR,920-20458E,-1,0,0,151.24,108.03,30-11-2022,JOHN WYETH LTD,PFIZER LIMITED HYDERABAD,9
TORNB,NORMABRAIN CAP,C375F002,20,0,0,88.1,62.93,30-11-2022,TORRENT (VISTA),TORRENT PHARMACEUTICALS LTD   HYDERABAD,24
GMPLN,PRIMOLUT-N TAB,S903114,105,19,1,56,40,30-11-2022,GERMAN REMADIES LTD,ZYDUS HEALTHCARE LIMITED      HYDERABAD,16
122338R,EPTOIN 100MG TAB,EPB9073,51,0,0,204.18,145.84,01-11-2022,ABBOTT (NEUROLIFE),ABBOTT HEALTH CARE PVT LTD HYDERABAD,53
KNBF2,BRUFEN 200MG TAB,120779D7,40,0,0,6.19,4.42,01-11-2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD,21
KNDMT,DIGENE MINT TAB,120022D7,534,9,1,18.15,12.96,01-11-2022,ABBOTT (CONSUMER CARE),ABBOTT INDIA LIMITED HYDERABAD,21
KNDOT,DIGENE ORANGE TAB,D0A9013,84,9,1,18.15,12.96,01-11-2022,ABBOTT (CONSUMER CARE),ABBOTT INDIA LIMITED HYDERABAD,21
ACMGT,MAGADOL TAB,1908001541,96,9,1,54.9,39.22,01-11-2022,ALEMBIC CHEMICALS (MEGACARE),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ALEMBTAC,TACKEL 90 MG TABS,DT1912055C,20,0,0,336,240,01-11-2022,ALEMBIC LTD(PHARMA),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
DBULC,ULGEL LIQ((ELAICHI),1908001635,17,11,1,110,78.57,01-11-2022,ALEMBIC (ENTERON),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
DBUAS,ULGEL-A SYR,1908001636,31,0,0,140.65,100.46,01-11-2022,ALEMBIC (ENTERON),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ACWKS,WIKORYL SYR,1908001504,144,9,1,63.65,45.46,01-11-2022,ALEMBIC LTD(MAXIS DIVISION),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,35
ASGN1,GABANEURON 100 TABS,A190660,27,0,0,85,60.71,01-11-2022,ARISTO (TASK FORCE),ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,54
ARFLS100,FLEXON SYR,D703M099,90,0,0,39.35,28.1,01-11-2022,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
ARIG1,GLIMIPREX 1MG TABS,S214M019,60,0,0,35.22,25.16,01-11-2022,ARISTO (OTSIRA),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
ARISOFL,OFLER 200 MG TABS,S187M039,70,0,0,68.9,49.22,01-11-2022,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,42
BCMFF,MEFTAL FORTE TAB,ZGT19164,4,9,1,38,27.14,01-11-2022,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
BCMFS,MEFTAL SPAS TAB,YMS19282,21,19,1,42,30,01-11-2022,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD,55
CIPAL,ALERID SYR,J490293,99,9,1,38.92,27.8,01-11-2022,CIPLA (SPEETRACARE+1),CIPLA LIMITED  HYDERABAD,6
CSAR2,ASTHALIN RESPULES,L890784,220,0,0,26.6,19,01-11-2022,CIPLA(RESP 3 NEBULIZATION),CIPLA LIMITED  HYDERABAD,6
PTAZ2,AZEE 250MG TAB,SN92047,5,9,1,115.69,82.64,01-11-2022,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD,6
PTAZ2,AZEE 250MG TAB,SN00053,150,0,0,115.69,82.63,01-11-2022,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD,6
CSBC2,BECLATE 200MG R CAP,BA00113,12,0,0,106.48,76.06,01-11-2022,CIPLA(RESPI),CIPLA LIMITED  HYDERABAD,6
CIPCI,CIPLOX E/E DROPS,L890806,1,0,0,16.65,11.89,01-11-2022,CIPLA (SPEETRACARE+1),CIPLA LIMITED  HYDERABAD,6
CIDT5,DYTOR  5MG TABS,SN91936,42,0,0,49,35,01-11-2022,CIPLA(VITALIS 3),CIPLA LIMITED  HYDERABAD,6
CIF4I,FORACORT 400 INH,SN92032,10,0,0,400.51,286.08,01-11-2022,CIPLA(RESP 2),CIPLA LIMITED  HYDERABAD,6
PTLF2,LEVOFLOX 250 TAB,SB91565,6,9,1,48.3,34.5,01-11-2022,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD,6
PTLF5,LEVOFLOX 500 TAB,SB91534,26,9,1,88.36,63.11,01-11-2022,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD,6
PTOF2,OFLOX 200MG TAB,SB91421,40,4,1,73.2,52.29,01-11-2022,CIPLA (CRESTA),CIPLA LIMITED  HYDERABAD,6
DXAC4,ATOCOR-40MG TABS,E901721,19,0,0,295.59,211.14,01-11-2022,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
842200,STAMLO 10 TABS,E901662,6,0,0,166.3,118.78,01-11-2022,DR.REDDY`S LAB`S (ZENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD,25
ERGMV1,GLIMISAVE MV 1 TAB,GGMA19013,10,0,0,176.25,125.89,01-11-2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD,37
FBGMD,GLIMET-DS TAB,M19036,10,0,0,14.9,10.64,01-11-2022,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,43
FBG2T,GLYCIPHAGE 250MG TAB,19018,28,0,0,10.5,7.5,01-11-2022,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,43
FBGP8,GLYCIPHAGE 850 TAB,10038,21,0,0,25.3,18.07,01-11-2022,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,43
GUBC5,BANOCIDE 50MG TAB,N1200,60,0,0,11.55,8.8,01-11-2022,GLAXOSMITHKLINE(INGENIUM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
GUZS1,ZENTEL SYR,KB369,40,0,0,17.47,12.48,01-11-2022,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,38
PDCD1,CALADRYL LOT**,CAZ9201,29,0,0,76.16,58.64,01-11-2022,PARKE-DAVIS INDIA LT,HARI MARUTI AGENCIES  VIJAYAWADA,45
LYKLE,LEVOCET TABS**,GT191079,-10,0,0,43,30.71,01-11-2022,GENARAL COMPANY,HARI MARUTI AGENCIES  VIJAYAWADA,45
LYKLE,LEVOCET TABS**,GT191079A,10,0,0,43,30.71,01-11-2022,GENARAL COMPANY,HARI MARUTI AGENCIES  VIJAYAWADA,45
CBOVA,OTRIVIN (A) DROPS **,91287V,142,0,0,80,57.86,01-11-2022,WANDER LIMITED,HARI MARUTI AGENCIES  VIJAYAWADA,45
INCTS,CITAL SYR,CNB24L9A1,123,7,1,82,58.57,01-11-2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
ISFPS,FEBREX PLUS SYR,FCM17L9A1,84,9,1,68.35,48.82,01-11-2022,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
ISFPS,FEBREX PLUS SYR,FCM9L9A1,160,9,1,68.35,48.82,01-11-2022,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
ISFBP,FEBREX PLUS TAB,FAH1L97,188,9,1,46.3,33.07,01-11-2022,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
INKVP,KARVOL PLUS INHCAP,KAA8L9A7,64,9,1,69.3,49.5,01-11-2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
INSBO,SCABEX-S ONT,SBIILA4,93,9,1,35.85,25.61,01-11-2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,11
IVC5L,CAL SHAKTI,SY2644,8,5,1,650,520,01-11-2022,INTAS PHARMA (BOVICURRA),INTAS PHARMCEUTICALS LTD HYDERABAD,46
UQBNC,BETA-NICARDIA CAP,ABJ9007,30,0,0,105.55,75.4,01-11-2022,J.B. CHE&PHARMA LIMITED  (VIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD,12
UQNR2,NICARDIA-RTD 20MG T,AKG9043,44,0,0,48.21,34.44,01-11-2022,J.B. CHE&PHARMA LIMITED  (VIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD,12
CASFG,SUGAR FREE GOLD TABS **,AWSV2016,109,0,0,110,89.2,01-11-2022,ZYDUS PHARMACEUTICALS LTD(CADILA),JAI GANESH ENTERPRISES WARANGAL,47
CYAT5,ATEN 50MG TAB,I904729,260,0,0,27.39,19.57,01-11-2022,ZYDUS CADILA,LAKSHMI BALAJI AGENCIES       HYDERABAD,48
SDNNA,NAPROSYN 500MG TABS**,02N19075,106,0,0,57.05,40.75,01-11-2022,SANDOZ INDIA LTD,LAKSHMI BALAJI AGENCIES       HYDERABAD,48
ALEP5,P-500 MG TAB**,PFTTC19222,11,0,0,14.95,10.68,01-11-2022,APEX,LAKSHMI BALAJI AGENCIES       HYDERABAD,48
ALEP5,P-500 MG TAB**,PFTTC19223,-11,10,1,14.95,10.68,01-11-2022,APEX,LAKSHMI BALAJI AGENCIES       HYDERABAD,48
CYAT2,ATEN 25MG TAB,I904266,300,0,0,27.39,19.57,01-11-2022,ZYDUS CADILA,LAKSHMI BALAJI CORPORATION VIJAYAWADA,10
